,en,zh
28672,Islam first reached China about the middle of the 7th century.,伊斯兰教大约在七世纪中传到中国。
15293,Tom suddenly looked concerned.,汤姆突然看起来在担心。
16130,I wish she had come last night.,要是她昨晚来就好了。
2815,He can't help you.,他不能帮你。
25904,I'm afraid that you'll have to go in person.,我恐怕您必须亲自去。
20800,I don't like living in the country.,我不喜欢住在乡下。
2782,Do you understand?,你们懂吗？
17968,Tom is now studying in his room.,汤姆现在在他的房间里学习。
12250,I have several silver coins.,我有几枚银币。
22212,Tom gave us something to talk about.,汤姆给了我们可以谈论的东西。
5528,These shoes are hers.,这些鞋是她的。
2512,Tell me about it.,说来听听。
11617,This matter is very urgent.,这件事非常紧急。
22317,"While reading a book, I fell asleep.",我看书的时候睡着了。
23849,Japan is not rich in natural resources.,日本并不拥有丰富的自然资源。
9263,It doesn't really matter.,那不真的重要。
13571,I've never seen a live whale.,我从来没有见过一条活生生的鲸鱼。
21200,She's got a good eye for paintings.,她对绘画有很好的鉴赏力。
8796,Don't think about it now.,现在别想这事。
19396,Would you please turn the TV off?,请把电视机关掉好吗？
21649,"Whose chair is this? ""It is mine.""",“这是谁的椅子？”“它是我的。”
54,He came.,他来了。
17583,Long hair is out of fashion now.,长发现在过时了。
21094,Nowadays many people travel by car.,现在很多人开车去旅行。
3463,Everyone was drunk.,所有人都喝醉了。
14250,"Excuse me, where are the eggs?",请问鸡蛋在哪里？
15839,He's three years older than me.,他比我大三岁。
2847,He's not an idiot.,他不是傻的。
5485,That meat is chicken.,那个肉是鸡肉。
6528,Tom isn't complaining.,汤姆没有抱怨。
28813,The train was so crowded that I had to keep standing all the way.,这班火车如此的拥挤以至于我整个车程都必须站着。
20589,Do you have any Japanese magazines?,你有任何日本杂志吗？
4032,What a strong wind!,多么强的风啊！
13449,I saw a horse pulling a cart.,我看见一匹马拉着一架马车。
24725,I know the real reason you don't want go.,我知道你不想去的真实原因。
20077,No medicine can cure this disease.,没有药物能够治疗这种疾病。
5070,He ran into the room.,他跑进房间内。
23923,That tall boy saved the drowning child.,那个高个少年救了溺水儿童。
2859,How did you reply?,您怎么回答的？
12292,I nearly fell off the cliff.,我差点从悬崖上掉下去。
26013,There are five patients in the waiting room.,等候室里有五位患者。
898,Don't tell me.,不要告诉我。
6880,How much did that cost?,多少钱？
29064,The telephone operator asked the caller to hold on until a connection was made.,电话运营商提示来电人等候接通。
1722,I baked cookies.,我烤了曲奇。
28206,I'd like to exchange this shirt that I bought yesterday.,我想去换我昨天买的这件衬衫。
10329,Let me think for a minute.,让我想想。
16277,Let's find something to sit on.,让我们找些可以坐在上面的东西。
28072,I can't survive without air conditioning in the summer.,我夏天没有空调会死。
11860,You have a wonderful voice.,你有副好嗓音。
19910,I was unable to complete the task.,我无法完成这个任务。
3737,It's not important.,这个不重要。
11178,I play the tenor saxophone.,我吹次中音萨克斯风。
20279,They made him captain of the team.,他们要他作队长。
17192,He may be able to come tomorrow.,他也许明天能来。
25865,I entered the room and shook hands with him.,我走进了房间与他握手。
12567,No one believed what I said.,没有人相信我说的话。
6453,There is no salt left.,盐没了。
20379,Tom was the only guy in the class.,汤姆是这个班级里唯一的男生。
26419,Going out in this rain is out of the question.,在雨中走出去是不可能的。
26415,Everybody showed sympathy toward the prisoner.,每个人都对囚犯表示同情。
24295,I'm prepared to accept the consequences.,我准备好了承担后果。
27003,It is said that treasure is buried in this area.,据说这个区域埋着财宝。
8978,I bought a pair of shoes.,我买了一双鞋子。
14076,Why did you say such a thing?,你为什么说了这样的事?
18027,We have plenty of time to spare.,我们还剩下很多时间。
28559,This week the cherry blossoms in the park are in full bloom.,本周公园樱花盛开。
28609,"Long time, no see. I hear that you've changed your job again.",好久不见。听说你又换工作了？
15481,You shouldn't make fun of Tom.,你不该取笑汤姆。
12534,Mom is getting dinner ready.,妈妈快把晚餐准备好了。
17031,Delete Tom's name from the list.,从名单上删掉汤姆的名字。
12678,Speaking English isn't easy.,说英语是不容易的。
18136,You are interested in computers.,你对电脑感兴趣。
7012,I think I'll go by bus.,我认为我要坐巴士去。
21192,She was very surprised at the news.,她对那个消息非常惊讶。
21211,Something may have happened to him.,他可能发生了什么事情。
13271,He will not be back tomorrow.,他明天不回来。
25018,"When you're hungry, anything tastes good.",当你饿的时候，任何东西都好吃。
20552,Both Tom and Mary can speak French.,汤姆和玛丽两个人都会说法语。
14970,She does nothing but complain.,她什么都不做只会抱怨。
19588,He could not answer that question.,他无法回答这个问题。
16937,You should always do your best.,你应该永远尽力而为。
27879,The last person I told my idea to thought I was nuts.,最后一个听我说我的主意的人认为我疯了。
25640,She thinks of everything in terms of money.,她对任何事都用钱的角度来看。
17684,She and I are in the same class.,她和我同班。
2095,You are a woman.,你是个女人。
27294,Tom probably knows why the meeting was postponed.,汤姆大概知道会议延期的原因。
22884,Tom knew when Mary would be arriving.,汤姆知道玛丽什么时候来。
6290,My right hand is numb.,我的右手麻了。
18921,She cooked us a delicious dinner.,她为我们煮了一顿美味的晚餐。
26295,There isn't a grain of truth in what he says.,他说的话全不可信。
8575,Who else uses this room?,还有谁用这个房间？
21276,The door is locked at nine o'clock.,九点钟锁门。
2245,He's a biologist.,他是一个生物学家。
13134,Could you give me a discount?,能不能给我打折？
3938,Tom began laughing.,汤姆开始笑了。
1153,We're friends.,我们是朋友。
20704,He visited her house the other day.,他前几天拜访了她家。
25505,I consider fruit to be the healthiest food.,我将水果视为最健康的食物。
1084,Speak clearly.,讲清楚。
3505,He raised his hand.,他举起他的手。
10877,Can you give me a discount?,能不能给我打折？
11230,I will do anything for you.,我会为你做任何事。
22787,The situation went from bad to worse.,情况越来越糟糕。
11915,"Are you feeling better, Tom?",你感觉好点了吗，汤姆？
18840,My father is in the hospital now.,我父亲现在在医院。
14558,I hear she's a famous actress.,我听说她是个有名的演员。
16996,Are you sure Tom will come back?,你确定汤姆会回来吗？
4489,I'm taller than you.,我比你高。
8265,Take whichever you want.,拿你想要的。
27790,We take health for granted until illness intervenes.,"我们视健康为理所当然, 直到疾病侵袭。"
26604,Tom doesn't know whether Mary is happy or not.,汤姆不知道玛丽是高兴呢，还是不高兴。
24731,I seasoned the fish with salt and pepper.,我在鱼上洒盐和胡椒作调味。
5076,He studied very hard.,他学习非常努力。
8091,I'm waiting for someone.,我在等待着某个人。
25130,I caught sight of a parade on my way home.,在回家的路上，我看到一场阅兵式。
7780,He has a pleasant voice.,他的声音很悦耳。
9480,The telephone is ringing.,电话正在响。
4305,Her face turned red.,她脸红了。
7748,Have you heard from Tom?,汤姆那里有联系过你吗？
1880,It's cool today.,今天很凉快。
27178,I don't know what to say to make you feel better.,我不知道该说什么来安慰你。
22779,The petals are floating on the water.,花瓣浮在水面上。
13981,"Unfortunately, she is absent.",不幸的是，她不在。
3921,This is my bedroom.,这是我的卧室。
2998,I'll be back late.,我会晚一点回来。
2707,You need to know.,你有必要了解。
11127,I grew up in a poor family.,我出身贫寒。
16151,"I'll be here tomorrow, I think.",看来我明天会到这里来。
26700,Have you still not finished paying for my bike?,你还没有为我的自行车付完款吗？
26610,Tom is the one that told us about the problem.,汤姆是告诉我们这个问题的人。
14446,I bought a new sewing machine.,我买了一台新的缝纫机。
4966,Come again next week.,下周再来。
18321,He came home late in the evening.,他晚上很晚回家。
6285,My father likes pizza.,我父亲喜欢批萨。
4547,Keep going straight.,继续直行。
24432,The registration period is already over.,报名时间已经过了。
16804,What are your thoughts on this?,你觉得这个怎么样？
14364,He will play golf next Sunday.,他下周日将打高尔夫球。
15900,I asked Tom about his new book.,我问了汤姆关于他的新书的事。
3302,What did you make?,你做了什么？
25194,Is there any possibility of his resigning?,他有可能辞职吗？
